**
**
**Template:  Heat 2D Program
**
*NODE
	0,	48,	-2.22044605E-16
	1,	48,	1
	2,	48,	2
	3,	48,	3
	4,	48,	4
	5,	48,	5
	6,	48,	6
	7,	47,	6
	8,	46,	6
	9,	45,	6
	10,	44,	6
	11,	43,	6
	12,	42,	6
	13,	41,	6
	14,	40,	6
	15,	39,	6
	16,	38,	6
	17,	37,	6
	18,	36,	6
	19,	35,	6
	20,	34,	6
	21,	33,	6
	22,	32,	6
	23,	31,	6
	24,	30,	6
	25,	29,	6
	26,	28,	6
	27,	27,	6
	28,	26,	6
	29,	25,	6
	30,	24,	6
	31,	23,	6
	32,	22,	6
	33,	21,	6
	34,	20,	6
	35,	19,	6
	36,	18,	6
	37,	17,	6
	38,	16,	6
	39,	15,	6
	40,	14,	6
	41,	13,	6
	42,	12,	6
	43,	11,	6
	44,	10,	6
	45,	9,	6
	46,	8,	6
	47,	7,	6
	48,	6,	6
	49,	5,	6
	50,	4,	6
	51,	3,	6
	52,	2,	6
	53,	1,	6
	54,	0,	6
	55,	0,	5
	56,	0,	4
	57,	0,	3
	58,	0,	2
	59,	0,	1
	60,	0,	-2.22044605E-16
	61,	1,	-2.22044605E-16
	62,	2,	-2.22044605E-16
	63,	3,	-2.22044605E-16
	64,	4,	-2.22044605E-16
	65,	5,	-2.22044605E-16
	66,	6,	-2.22044605E-16
	67,	7,	-2.22044605E-16
	68,	8,	-2.22044605E-16
	69,	9,	-2.22044605E-16
	70,	10,	-2.22044605E-16
	71,	11,	-2.22044605E-16
	72,	12,	-2.22044605E-16
	73,	13,	-2.22044605E-16
	74,	14,	-2.22044605E-16
	75,	15,	-2.22044605E-16
	76,	16,	-2.22044605E-16
	77,	17,	-2.22044605E-16
	78,	18,	-2.22044605E-16
	79,	19,	-2.22044605E-16
	80,	20,	-2.22044605E-16
	81,	21,	-2.22044605E-16
	82,	22,	-2.22044605E-16
	83,	23,	-2.22044605E-16
	84,	24,	-2.22044605E-16
	85,	25,	-2.22044605E-16
	86,	26,	-2.22044605E-16
	87,	27,	-2.22044605E-16
	88,	28,	-2.22044605E-16
	89,	29,	-2.22044605E-16
	90,	30,	-2.22044605E-16
	91,	31,	-2.22044605E-16
	92,	32,	-2.22044605E-16
	93,	33,	-2.22044605E-16
	94,	34,	-2.22044605E-16
	95,	35,	-2.22044605E-16
	96,	36,	-2.22044605E-16
	97,	37,	-2.22044605E-16
	98,	38,	-2.22044605E-16
	99,	39,	-2.22044605E-16
	100,	40,	-2.22044605E-16
	101,	41,	-2.22044605E-16
	102,	42,	-2.22044605E-16
	103,	43,	-2.22044605E-16
	104,	44,	-2.22044605E-16
	105,	45,	-2.22044605E-16
	106,	46,	-2.22044605E-16
	107,	47,	-2.22044605E-16
	108,	24.5,	5
	109,	25,	4
	110,	25.5,	3
	111,	26,	2
	112,	26.5,	1
	113,	36.5,	1
	114,	36,	2
	115,	35.5,	3
	116,	35,	4
	117,	34.5,	5
	118,	31.5,	1
	119,	31,	2
	120,	30.5,	3
	121,	30,	4
	122,	29.5,	5
	123,	29.5,	3
	124,	28.5,	3
	125,	27.5,	3
	126,	26.5,	3
	127,	29,	2
	128,	29.5,	1
	129,	30,	2
	130,	30.5,	1
	131,	27,	2
	132,	28,	2
	133,	27.5,	1
	134,	28.5,	1
	135,	27.5,	5
	136,	28,	4
	137,	28.5,	5
	138,	29,	4
	139,	25.5,	5
	140,	26.5,	5
	141,	26,	4
	142,	27,	4
	143,	34.5,	3
	144,	33.5,	3
	145,	32.5,	3
	146,	31.5,	3
	147,	34,	2
	148,	34.5,	1
	149,	35,	2
	150,	35.5,	1
	151,	32,	2
	152,	33,	2
	153,	32.5,	1
	154,	33.5,	1
	155,	32.5,	5
	156,	33,	4
	157,	33.5,	5
	158,	34,	4
	159,	30.5,	5
	160,	31.5,	5
	161,	31,	4
	162,	32,	4
	163,	41.5,	1
	164,	41,	2
	165,	40.5,	3
	166,	40,	4
	167,	39.5,	5
	168,	39.5,	3
	169,	38.5,	3
	170,	37.5,	3
	171,	36.5,	3
	172,	39,	2
	173,	39.5,	1
	174,	40,	2
	175,	40.5,	1
	176,	37,	2
	177,	38,	2
	178,	37.5,	1
	179,	38.5,	1
	180,	37.5,	5
	181,	38,	4
	182,	38.5,	5
	183,	39,	4
	184,	35.5,	5
	185,	36.5,	5
	186,	36,	4
	187,	37,	4
	188,	44.464167921474,	0.9897694453918
	189,	43.958168395739,	1.9941459477523
	190,	43.466721127902,	2.9998609254888
	191,	42.981829699964,	4.0027089602138
	192,	42.493791782464,	5.0021449062423
	193,	42.48989461609,	2.9990404458364
	194,	41.498049040399,	2.9995446792594
	195,	42.986331370156,	1.996504666665
	196,	43.48725817756,	0.9943019781665
	197,	41.997046164355,	1.9988600670338
	198,	42.496940900093,	0.9982145178792
